,id,title,label
272,train_272,lịch_sự kiện và tin_vắn chứng_khoán ngày date,1
273,train_273,name ngành khu công_nghiệp date nhiều doanh_nghiệp lãi lớn quán_quân thuộc về công_ty lãi gấp number lần cùng kỳ,2
274,train_274,name name bứt_phá name chốt phiên tăng number điểm,2
275,train_275,name name quý date lỗ ròng number tỷ đồng_vốn chủ đang âm number tỷ,0
276,train_276,name name name name báo lãi number tỷ đồng trong date giảm percent so với cùng kỳ,0
277,train_277,name name lên_tiếng về quyết_định khởi_tố vụ án hình_sự xảy ra tại công_ty,1
278,train_278,name name name name name name name name name name name name thông_tin giao_dịch lượng lớn cổ_phiếu,1
279,train_279,kết_quả kinh_doanh ngành thuỷ_điện date nhiều doanh_nghiệp lãi gấp number number lần cùng kỳ quán_quân thuộc về doanh_nghiệp lãi gấp number lần,2
280,train_280,name name name name đấu giá_thành_công number triệu cổ_phiếu thu về gần number tỷ đồng,2
281,train_281,name name kỳ_vọng lợi_nhuận tăng đột_biến,1
282,train_282,ngày làm bảo_vệ tối nghiên_cứu chứng_khoán người đàn_ông trở_thành triệu_phú sở_hữu number triệu name nhưng người_nhà không hề biết,1
283,train_283,name name chưa có kế_hoạch tiếp_tục nâng lô giao_dịch name đang gấp_rút khắc_phục sự_cố nghẽn lệnh,1
284,train_284,name báo lãi number tỷ đồng trong quý date vẫn còn hơn number tỷ đồng đi gửi ngân_hàng,2
285,train_285,lịch_sự kiện và tin_vắn chứng_khoán ngày date,1
286,train_286,lịch chốt quyền nhận cổ_tức bằng tiền của number doanh_nghiệp,2
287,train_287,name name tuýt còi các công_ty chứng_khoán biến_tướng huy_động vốn từ khách_hàng,0
288,train_288,name name date lãi number tỷ đồng gấp hơn number lần cùng kỳ,2
289,train_289,name name name tiếp_tục bán thảo thuận number triệu cổ_phần tại namel name dự_thu hàng trăm tỷ nhằm tái cấu_trúc nợ ngân_hàng,2
290,train_290,đầu_tư name name name bất_ngờ báo lãi date gấp number lần cùng kỳ,2
291,train_291,name name name quý date thực_hiện date kế_hoạch lãi cả năm với number tỷ đồng bắt_đầu tham_gia bán đồng_hồ thương_hiệu name,2
292,train_292,thị_trường rung lắc mạnh khối ngoại bán ròng number tỷ đồng trong phiên date,0
293,train_293,name name tăng mạnh_mẽ name tăng trong phiên giao_dịch đầu_tiên của date,2
294,train_294,doanh_nghiệp kinh_doanh kềm duy_nhất trên sàn sắp trả cổ_tức gấp đôi thị_giá,2
295,train_295,đại_hội cổ_đông name thông_qua kế_hoạch kinh_doanh tăng_trưởng doanh_thu nghìn tỷ,2
296,train_296,name nhà_đầu_tư cá_nhân đang gồng_gánh đà tăng tốt nhất loc của chứng_khoán loc khi nào khối ngoại mới quay trở_lại ?,1
297,train_297,quỹ từ_thiện của name và vợ là một trong hai cổ_đông lớn nhất của name quỹ đầu_tư quản_lý number tỷ name cổ_phiếu loc,2
298,train_298,điểm_danh những doanh_nghiệp chốt quyền nhận cổ_tức bằng tiền bằng cổ_phiếu và cổ_phiếu thưởng tuần từ date date,2
299,train_299,name name date lãi kỷ_lục number tỷ đồng,2
300,train_300,name name name báo lãi date tăng gấp number lần cùng kỳ nhờ nguồn thu tài_chính,2
301,train_301,name name name date lãi sau thuế đạt number tỷ đồng tăng percent so với cùng kỳ,2
302,train_302,tiêu_điểm xử_phạt tuần qua loạt cá_nhân và doanh_nghiệp bị name phạt nặng,0
303,train_303,name name date lãi number tỷ đồng cao gấp number lần cùng kỳ,2
304,train_304,name name name date tăng percent lên number tỷ đồng lãi kinh_doanh chứng_khoán tăng mạnh,2
305,train_305,lịch_sự kiện và tin_vắn chứng_khoán ngày date,1
306,train_306,name name lợi_nhuận quý date giảm mạnh percent xuống còn number tỷ đồng,0
307,train_307,hơn number tỷ đồng đổ vào name loc ngay trước kỳ nghỉ lễ thông_qua number quỹ name,2
308,train_308,name name date lãi number tỷ đồng tăng percent so với cùng kỳ,2
309,train_309,lịch chốt quyền nhận cổ_tức bằng tiền của number doanh_nghiệp,2
310,train_310,name name name bán đi đứa con nông_nghiệp quy_mô tài_sản giảm phân_nửa doanh_thu cũng chỉ bằng ¼ cùng kỳ với number tỷ đồng,0
311,train_311,name name date lãi_ròng number tỷ đồng – cao nhất trong lịch_sử niêm_yết,2
312,train_312,mạnh_tay chi quảng_cáo khuyến_mại lợi_nhuận date của name name phục_hồi mạnh lên number tỷ đồng,2
313,train_313,name gửi lời khuyên đặc_biệt đến các nhà_đầu_tư mới,1
314,train_314,mã chứng_khoán liên_quan tới name tăng number lần trong vòng number tháng,2
315,train_315,name name báo lãi date hơn number tỷ hoàn_thành gần percent kế_hoạch date,2
316,train_316,name báo lãi date gấp đôi cùng kỳ lên number tỷ đồng,2
317,train_317,cơ_hội đầu_tư cổ_phiếu từ cuộc đua tăng vốn của các công_ty chứng_khoán,2
318,train_318,name rủi_ro name in name gia_tăng name name có_thể về dưới number điểm trong date,0
319,train_319,doanh_thu tăng cao date name lãi_ròng gần number tỷ đồng,2
320,train_320,name name name đạt lợi_nhuận kỷ_lục trong quý date với number tỷ đồng cao gấp number lần cùng kỳ,2
321,train_321,name number name name nhận chênh_lệch tỷ_giá lãi_ròng quý date đột_biến lên number tỷ đồng,2
322,train_322,ngành thép date lợi_nhuận tăng hàng chục lần so với cùng kỳ quán_quân tăng_trưởng thuộc về doanh_nghiệp có lãi gấp number lần,2
323,train_323,bất_chấp áp_lực cạnh_tranh huyền_thoại name vẫn đứng vững sau number thập_kỷ mỗi năm báo lãi hàng chục tỷ đồng,2
324,train_324,đường_sắt loc và loc tiếp_tục lỗ trong date,0
325,train_325,name nhận number tỷ đồng lợi_nhuận từ chuyển_nhượng nhà_máy xi_măng name name báo lãi date gấp number lần cùng kỳ,2
326,train_326,khoáng_sản name date lãi number tỷ đồng cao gấp number lần cùng kỳ date,2
327,train_327,name name date lãi number tỷ đồng tăng percent so với cùng kỳ date,2
328,train_328,nhiệt_điện name name name tạm_ứng tiếp cổ_tức đợt number bằng tiền tỷ_lệ gần percent,0
329,train_329,name name name doanh_thu giảm phân_nửa xuống number tỷ sau quý đầu_tiên do name cầm lái date thực_hiện percent chỉ_tiêu cả date,0
330,train_330,sức nóng của việc lấy bằng lái_xe đẩy giá cổ_phiếu của doanh_nghiệp sát_hạch lái_xe duy_nhất trên sàn chứng_khoán,1
331,train_331,doanh_thu hơn number tỷ name của name trong quý đầu năm đến từ những gì ?,1
332,train_332,đhđcđ loc number name name date dự trả hết nợ nước_ngoài đến năm number khấu_hao xong thì dòng tiền sẽ mạnh,1
333,train_333,name đã thoái hết vốn tại name lợi_nhuận ròng date tăng gần percent,2
334,train_334,name name name name date lãi number tỷ đồng tăng percent so với cùng kỳ,2
335,train_335,name name doanh_thu đi ngang lãi date hơn number tỷ đồng,2
336,train_336,khối ngoại chấm_dứt chuỗi date bán ròng liên_tiếp trên name giao_dịch thoả_thuận đột_biến,2
337,train_337,name name date lãi number tỷ đồng – cao nhất trong vòng date qua,2
338,train_338,name doanh dưới giá_vốn khiến date name name name lỗ number tỷ đồng,0
339,train_339,cơ_điện lạnh name date lãi number tỷ đồng tăng percent so với cùng kỳ date,2
340,train_340,name name báo date lãi number tỷ đồng tăng gần gấp đôi cùng kỳ date,2
341,train_341,name name date lãi number tỷ đồng tăng percent so với cùng kỳ,2
342,train_342,đhđcđ name kế_hoạch name tăng percent lên number tỷ đồng date nhận thêm cơ_hội từ hãng name khi miếng bánh kênh chính_ngạch tăng mạnh,2
343,train_343,ông name ' khoe ' là khách_hàng đầu_tiên của quỹ hưu_trí do name triển_khai,1
344,train_344,lỗ thêm number tỷ trong date tổng lỗ luỹ kế của name đã lên hơn number tỷ nguy_cơ âm vốn cận_kề,0
345,train_345,loc name date lãi number tỷ đồng tăng percent so với cùng kỳ date,2
346,train_346,thị_trường tăng điểm khối ngoại quay đầu bán ròng gần number tỷ đồng trong phiên date,0
347,train_347,name name doanh_thu quý date tăng hơn percent lên gần number tỷ đồng,2
348,train_348,name name date lãi number tỷ đồng tăng percent so với cùng kỳ,2
349,train_349,cơ_điện lạnh name báo lãi date tăng percent lên number tỷ đồng,2
350,train_350,name name name giá thép tăng gấp đôi đã và đang tác_động đến ngành xây_lắp sẽ mua trước trữ_lượng khoảng percent giá_trị hợp_đồng,2
351,train_351,bị tag hẳn tên vào bài đăng tố ' làm_giá ' name âm_thầm mua đáy bán đỉnh thao_túng thị_trường name đáp trả number câu hút gần number lượt thích,1
352,train_352,ngành dệt_may phục_hồi date name lãi number tỷ đồng tăng percent so với cùng kỳ,2
353,train_353,giá dầu name tăng cao giúp name lãi number tỷ đồng trong date,2
354,train_354,nhờ thị_trường thép tiếp_tục đà tăng_giá name name báo lợi_nhuận date tăng gấp gần number lần cùng kỳ date,2
355,train_355,đại_hội cổ_đông name lần number diễn ra bất_thành chỉ có hơn percent cổ_phần có quyền biểu_quyết tham_dự,1
356,train_356,dịch covid – number được kiểm_soát bút_bi name báo lãi tăng mạnh so với quý date,2
357,train_357,cổ_phiếu ngân_hàng bứt_phá mạnh trong ngày name cơ_cấu danh_mục name name áp sát mốc number điểm,2
358,train_358,name lực giá_vốn khiến name name báo lãi number tỷ đồng thấp nhất trong vòng date qua,0
359,train_359,name đặt mục_tiêu number tỷ đồng name dự_kiến phát_hành tối_đa number triệu cổ_phiếu tăng vốn lên number tỷ đồng,2
360,train_360,name name name name loc name name name name name name name name name name thông_tin giao_dịch lượng lớn cổ_phiếu,1
361,train_361,loc loc name mảng đường cải_thiện lãi_ròng quý date tăng percent lên number tỷ đồng,2
362,train_362,đhđcđ name số number name name cổ_tức percent và tăng vốn lên gấp đôi ngay trong date,2
363,train_363,name trò của name name tại name,1
364,train_364,đhđcđ name name name mục_tiêu number tỷ lợi_nhuận cổ_tức percent,2
365,train_365,name name đặt mục_tiêu lãi sau thuế number tỷ đồng date,2
366,train_366,lịch_sự kiện và tin_vắn chứng_khoán ngày date,1
367,train_367,name đã bán xong gần number triệu cổ_phiếu quỹ thu về number tỷ đồng,2
368,train_368,name name được định_giá number tỷ name khi bán cho name,2
369,train_369,name name đặt kế_hoạch lợi_nhuận tăng percent date,2
370,train_370,name name giá phân_bón tăng mạnh lợi_nhuận date tăng percent so với cùng kỳ date,2
371,train_371,name tổ_chức đại_hội_đồng cổ_đông thường_niên date,1
372,train_372,phiên date khối ngoại_tiếp tục mua ròng gần number tỷ đồng tập_trung gom name,2
373,train_373,tăng number điểm cuối phiên name chinh_phục lại mốc number điểm,2
374,train_374,đhđcđ name name các hoạt_động cạnh_tranh không lành_mạnh hiện đã được đối_thủ dừng lại !,1
375,train_375,name name name name chốt danh_sách cổ_đông trả cổ_tức tỷ_lệ percent bằng tiền,2
376,train_376,phân_bón name name name báo lãi quý date tăng cao gấp number lần cùng kỳ date,2
377,train_377,lịch chốt quyền nhận cổ_tức bằng tiền của number doanh_nghiệp,2
378,train_378,phát_triển điện_lực name name name date lãi number tỷ đồng tăng mạnh so với cùng kỳ,2
379,train_379,name name name date lãi number tỷ đồng gấp gần number lần cùng kỳ,2
380,train_380,dù là quý hoạt_động thấp_điểm name name vẫn báo lãi tăng percent so với cùng kỳ,2
381,train_381,name name name name name name name name name name name name name thông_tin giao_dịch lượng lớn cổ_phiếu,1
382,train_382,đhcđ name name name đã trình chính_phủ kế_hoạch thoái vốn ước lãi date đạt number tỷ đồng,2
383,train_383,lịch_sự kiện và tin_vắn chứng_khoán ngày date,1
384,train_384,name name name name bà name đổi hoàn_toàn sang_tên mới name hứa_hẹn liên_doanh tại loc sẽ chắp_cánh cho công_ty,1
385,train_385,đhđcđ name name name name sẵn_sàng khai_thác chuyến bay quốc_tế từ quý date lợi_nhuận dự_kiến tăng lên number tỷ đồng,2
386,train_386,ông name tôi đã rót number tỷ trước cho đợt chào_bán number triệu cổ_phần sắp tới mong cổ_đông đi theo tôi vì name sẽ sớm về mệnh_giá !,1
387,train_387,một cổ_phiếu ngành thép bất_ngờ tăng percent sau number phiên tăng trần liên_tiếp,2
388,train_388,tiếp_tục tăng_trưởng lợi_nhuận date name các name đã có sự thay_đổi,2
389,train_389,name name lên kế_hoạch date liên_tiếp chia cổ_tức từ percent trở lên đặt mục_tiêu lãi number tỷ đồng trong date,2
390,train_390,sếp name đánh_giá cao cổ_phiếu ngân_hàng dự_báo name name cán mốc number điểm trong date,2
391,train_391,quỹ liên_quan tới name chuẩn_bị rót hơn number tỷ đồng vào name name name thông_qua quỹ name,2
392,train_392,chủ_tịch name ' khoe ' lỗ number tỷ đồng khi đầu_tư chứng_khoán,0
393,train_393,name lãi_ròng number tỷ đồng trong date tăng percent,2
394,train_394,ngành vận_tải_biển sôi_động name báo lợi_nhuận quý date tăng percent so với cùng kỳ,2
395,train_395,name name công_nghiệp bứt_phá mạnh lợi_nhuận date name tăng percent so với cùng kỳ date,2
396,train_396,nghịch_lý người già phải đứng cho người trẻ ngồi trên tàu_điện_ngầm và date hình_thành quỹ hưu_trí tại loc,1
397,train_397,chính_thức ra_mắt quỹ hưu_trí name hoàn_thiện mảnh ghép về hệ_thống an_sinh xã_hội kích_thích đầu_tư cho tuổi già từ các ưu_đãi thuế,2
398,train_398,kết_quả name name name name name công vượt mong_đợi,2
399,train_399,phiên date thị_trường rung lắc mạnh khối ngoại_tiếp tục gom hơn number tỷ đồng cổ_phiếu,2
400,train_400,name name tăng mạnh name quay đầu tăng number điểm,2
401,train_401,đhcđ name name tự_tin cạnh_tranh mảng cho vay margin với các name ngoại đặt kế_hoạch lãi number tỷ đồng trong date,2
402,train_402,name name date lãi number tỷ đồng tăng percent so với cùng kỳ,2
403,train_403,chủ_tịch name chúng_tôi không thâu_tóm công_ty vẫn rất loc từ tên gọi đến con_người,1
404,train_404,thuỷ_điện name name name name nhận doanh_thu từ nhà_máy điện mặt_trời name date gấp đôi cùng kỳ,2
405,train_405,thị_giá giảm percent trong vòng nửa tháng thành_viên name name name vẫn đăng_ký bán number triệu cổ_phiếu name,0
406,train_406,name name kế_hoạch tăng gấp đôi name lên number tỷ đồng phát_hành hơn number triệu cổ_phiếu huy_động vốn trong date,2
407,train_407,đhcđ name đặt kế_hoạch lãi number tỷ đồng name name có_thể thoái hết vốn vào năm number,1
408,train_408,đhđcđ name kế_hoạch huy_động vốn hàng nghìn tỷ đồng trong date sẽ tăng lại sở_hữu tại dự_án loc,2
409,train_409,name name name date lỗ number tỷ đồng,0
410,train_410,name name chốt danh_sách cổ_đông trả cổ_tức bằng tiền tỷ_lệ percent,2
411,train_411,name name name name name name name name name name tin giao_dịch lượng lớn cổ_phiếu,1
412,train_412,chuỗi nhà_thuốc loc tiếp_tục tăng_trưởng percent trong quý date đã có date cửa_hàng phát_sinh doanh_thu,2
413,train_413,cổ_phiếu nào hưởng lợi từ tiềm_năng tăng_trưởng ngành internet băng rộng cố_định tại loc ?,1
414,train_414,lịch_sự kiện và tin_vắn chứng_khoán ngày date,1
415,train_415,name tuần sau khi nộp đơn_từ_chức chủ_tịch hđqt name name lại xin rút đơn,1
416,train_416,name date lãi number tỷ đồng tăng percent so với cùng kỳ date,2
417,train_417,đhcđ name quý date ước lãi sau thuế number tỷ đồng tăng gần percent so với cùng kỳ date,2
418,train_418,name sách_giáo_khoa name name name đặt kế_hoạch lãi date gấp gần number lần cùng kỳ,2
419,train_419,hạ_tầng nước loc name quý thứ number liên_tiếp báo lỗ gần number tỷ đồng,0
420,train_420,đhđcđ name name name name name và mở_rộng quỹ đất tại loc date dự_kiến lợi_nhuận đột_biến number tỷ đồng nhờ book dự_án loc loc và loc,2
421,train_421,thị_trường giảm sâu khối ngoại trở_lại mua ròng hơn number tỷ trong phiên date,2
422,train_422,hàng_loạt cổ_phiếu đo sàn name mất number điểm,0
423,train_423,chiến_lược xuôi_chiều gió của name,1
424,train_424,cổ_phiếu nhóm ngành nào sẽ cất_cánh ?,1
425,train_425,vì đâu name liên_tục thanh_lý tài_sản vì lý_do thiếu tiền nhưng rót dễ number tỷ đồng cho quản_lý name ?,0
426,train_426,name name date lãi number tỷ đồng gấp hơn number lần cùng kỳ date,2
427,train_427,quỹ ngoại vừa trao tay number triệu cổ_phiếu name của tài_chính name name,2
428,train_428,name name name name name đặt tham_vọng lớn với thị_trường name loc kế_hoạch lãi number tỷ đồng trong date,2
429,train_429,[ đhđcđ name ] bà name kế_hoạch kinh_doanh thận_trọng vì tình_hình có nhiều bất_định,1
430,train_430,quy_mô name name name name tăng lên number triệu name sau date tiến_hành name,2
431,train_431,name name name lợi_nhuận date giảm hơn nửa xuống còn number tỷ đồng name tăng_giá không phải mối lo_ngại quan_trọng nhất,0
432,train_432,name name date lãi number tỷ đồng tăng percent so với cùng kỳ date,2
433,train_433,name giấu quyền_sở_hữu thực_sự đối_với cổ_phiếu name name name name của loc bị phạt nặng,0
434,train_434,name name thêm number đại_diện từ name ứng_cử vào hđqt kế_hoạch lãi trước thuế number tỷ đồng date,2
435,train_435,điểm_danh những doanh_nghiệp chốt quyền nhận cổ_tức bằng tiền bằng cổ_phiếu và cổ_phiếu thưởng tuần từ number date,2
436,train_436,cổ_phiếu ngành thép sắp đón thêm tân_binh name,1
437,train_437,nhiệt_điện name name name lỗ tiếp number tỷ đồng date nâng tổng lỗ luỹ kế lên trên number tỷ đồng,0
438,train_438,name name date lãi number tỷ đồng tăng percent so với cùng kỳ,2
439,train_439,name name date lãi number tỷ đồng tăng percent so với cùng kỳ,2
440,train_440,tỷ_phú name không ai làm thép mãi được doanh_thu sau_này number tỷ thì name name phải đa ngành trong đó có bất_động_sản,1
441,train_441,name thế dòng tiền sóng kết_quả kinh_doanh còn không ?,1
442,train_442,lịch_sự kiện và tin_vắn chứng_khoán ngày date,1
443,train_443,trần number phiên liên_tiếp sau khi công_bố lỗ lớn date thị_giá name vẫn bốc_hơi percent giá_trị so với lúc loc phát mua vào,0
444,train_444,nhiệt_điện loc number nt2 date lãi number tỷ đồng giảm percent so với cùng kỳ,0
445,train_445,name name sản_xuất điện mặt_trời có hiệu_quả lãi date tăng percent so với cùng kỳ date,2
446,train_446,name name rơi vào trạng_thái tàu lượn nguyên_nhân do đâu ?,1
447,train_447,name name name có_thể lên mốc number điểm trong date sau khi test lại vùng number điểm,2
448,train_448,lịch chốt quyền nhận cổ_tức bằng tiền của number doanh_nghiệp,2
449,train_449,doanh_thu tăng mạnh lợi_nhuận name vẫn giảm percent trong quý date,0
450,train_450,một doanh_nghiệp cung_cấp phụ_tùng cho name name lãi hàng chục tỷ mỗi năm,2
451,train_451,name name name name triển_khai phương_án phát_hành hơn number triệu cổ_phiếu trả cổ_tức,2
452,train_452,name name đèn name name name giải_pháp chiếu sáng là động_lực tăng_trưởng chính trong date kế_hoạch lợi_nhuận tăng percent lên number tỷ đồng,2
453,train_453,name doanh một vốn bốn lời number công_ty hàng_không tại loc lập kỷ_lục lợi_nhuận mới bất_chấp name,2
454,train_454,name name date lãi number tỷ đồng – cao nhất trong lịch_sử niêm_yết,2
455,train_455,name name name gặp sự_cố khiến thuỷ_điện loc loc lỗ lớn trong date,0
456,train_456,chủ_tịch name name sẽ không chia cổ_tức cho đến khi xoá sạch lỗ thặng_dư từ năm number cổ_đông vẫn sẽ hưởng lợi từ giá cổ_phiếu tăng,0
457,train_457,name name name name date lãi number tỷ đồng tăng percent so với cùng kỳ,2
458,train_458,đhđcđ name đặt kế_hoạch lợi_nhuận tăng number lần lên number tỷ đồng date sẽ chuyển niêm_yết từ name sang sàn name,2
459,train_459,name name name giá thép tăng mạnh thì chắc_chắn phải giảm công_ty đã chốt giá bán đến hết quý date và tăng quản_trị rủi_ro,0
460,train_460,khối ngoại_tiếp tục rút ròng hơn number tỷ đồng trong tuần từ number date bán mạnh name name và name,0
461,train_461,name chốt danh_sách cổ_đông phát_hành number triệu cổ_phiếu trả cổ_tức date,2
462,train_462,hoá_chất name name name chốt danh_sách cổ_đông phát_hành hơn number triệu cổ_phiếu trả cổ_tức,2
463,train_463,name name name name name name name name name name name name name name name name name name name name thông_tin giao_dịch lượng lớn cổ_phiếu,1
464,train_464,name name name name phát number triệu cổ_phiếu với giá không dưới number đồng / cp để mở_rộng quỹ đất mục_tiêu tăng_trưởng lãi thuần percent / năm giai_đoạn date number,2
465,train_465,giá dầu tăng name name dầu name name name lãi number tỷ đồng trong date vượt percent kế_hoạch cả date,2
466,train_466,name name name lãi sau thuế number tỷ đồng trong date tăng percent so với cùng kỳ,2
467,train_467,các hiệp_định phát_huy tác_dụng date loc loc name lãi number tỷ đồng tăng_trưởng percent,2
468,train_468,nhờ khoản thu từ cổ_tức nước loc name báo lãi quý date cao nhất kể từ khi thành_lập,2
469,train_469,name name đang hợp_tác với number ngân_hàng tên_tuổi cùng number name ví điện_tử khác để làm dự_án name nếu hoàn_thành nợ name sẽ về name,1
470,train_470,name name name name từ date lợi_nhuận dự tăng mạnh khi dòng vốn chốt lời từ chứng_khoán chuyển sang name sẽ họp bất_thường công_bố một đề_án lớn,2
471,train_471,đhcđ name name đầu_tư number tỷ cho lĩnh_vực hạ_tầng cho thuê có_thể cán mốc doanh_thu number tỷ đồng trong date,2
472,train_472,bảo_hiểm quân_đội đặt mục_tiêu lợi_nhuận tăng percent chốt chia cổ_tức percent,2
473,train_473,ngân_hàng nào đang bơm vốn khủng cho number công_ty chứng_khoán margin lớn ?,1
474,train_474,name tăng mạnh_mẽ number điểm cuối phiên name name name bứt_phá,2
475,train_475,kênh đầu_tư ‘ nhẹ đầu ’ cho nhân_viên văn_phòng date,1
476,train_476,name đã mua lại trước hạn toàn_bộ nợ xấu từ name,2
477,train_477,name name name báo lãi sau thuế number tỷ đồng trong date tăng percent so với cùng kỳ,2
478,train_478,đhcđ name đẩy_mạnh phát_triển name name name và name name đặt kế_hoạch lãi number tỷ đồng trong date,2
479,train_479,name name date tăng percent doanh_thu ký mới thị_trường nước_ngoài đạt gần number tỷ đồng trong date,2
480,train_480,thuỷ_điện name name name date lãi number tỷ đồng cao gấp hơn number lần cùng kỳ,2
481,train_481,giá cổ_phiếu tăng mạnh doanh_nghiệp dược làm_ăn ra sao trong date,1
482,train_482,cổ_đông name khoe lãi number tỷ đồng nhờ đi ngược đám đông đi khắp các sàn room chứng_khoán mạng xã_hội không thấy một ai khuyên mua cổ_phiếu name,2
483,train_483,name name date lãi number tỷ đồng tăng percent so với cùng kỳ date,2
484,train_484,name name name name date lãi number tỷ đồng giảm percent so với cùng kỳ date,0
485,train_485,lịch_sự kiện và tin_vắn chứng_khoán ngày date,1
486,train_486,name name date lỗ tiếp number tỷ đồng,0
487,train_487,name name date lãi number tỷ đồng tăng percent so với cùng kỳ,2
488,train_488,địa_ốc name name đặt kế_hoạch lợi_nhuận number tỷ đồng cao gấp number lần date,2
489,train_489,name name lãi_ròng gần number tỷ đồng trong date tăng_trưởng percent so với cùng kỳ date,2
490,train_490,name lợi_nhuận date gấp number cùng kỳ,2
491,train_491,name chứng_khoán name sẽ tăng thị_phần trong tương_lai nhưng nói không với giảm phí và chấp_nhận rủi_ro cao như một_số name hiện_nay !,1
492,train_492,name nhà_đầu_tư đang chờ xác_nhận liệu thị_trường có_thể hấp_thụ được lượng lớn cổ_phiếu đã bán ra hay bắt_đầu một quá_trình phân_phối,1
493,train_493,nhà_đầu_tư để sẵn number tỷ đồng nằm chờ tại các công_ty chứng_khoán vào cuối date,2
494,train_494,khối ngoại_tiếp tục bán ròng thị_trường đỏ_lửa trong phiên date,0
495,train_495,name name name name name lãi number tỷ đồng trong date cao gấp number lần cùng kỳ,2
496,train_496,doanh_thu vượt mốc nghìn tỷ name name name lãi tăng percent trong date,2
497,train_497,thế_giới name động name trình phương_án chia cổ_tức tỷ_lệ number lợi_nhuận dự tăng_trưởng percent lên number tỷ đồng,2
498,train_498,chi_phí cước tàu tăng lợi_nhuận name giảm percent trong quý date,0
499,train_499,name name name lãi_ròng quý date ghi_nhận đúng kế_hoạch với number tỷ đồng cao gấp number lần cùng kỳ,2
500,train_500,name name lãi_ròng gần number tỷ đồng name đạt number đồng trong quý date,2
501,train_501,date lỗ number tỷ đồng name name đã lỗ number quý liên_tiếp,0
502,train_502,name name chốt quyền trả cổ_tức date bằng tiền tỷ_lệ percent,2
503,train_503,nhiệt_điện name name name doanh_thu giảm sâu vẫn có lãi hơn number tỷ đồng trong date,2
504,train_504,name name bị truy_thu và phạt hơn number tỷ đồng_tiền thuế,0
505,train_505,khối ngoại chi gần number tỷ mua cổ_phiếu name ngay khi hở room trong_sáng date,2
506,train_506,name name date đặt kế_hoạch lãi tăng gấp number lần rót vốn vào công_ty nội_thất name,2
507,train_507,tăng bán sản_phẩm bản_quyền name name lãi date cao gấp đôi cùng kỳ,2
508,train_508,cổ_phiếu giảm sàn la_liệt name name mất hơn number điểm trong phiên date,0
509,train_509,ông chủ dự_án name name name date lãi number tỷ đồng cao gần gấp đôi cùng kỳ date,2
510,train_510,name loc loc date lỗ tiếp number tỷ đồng kéo_dài số quý lỗ liên_tiếp lên con_số number,0
511,train_511,name đẩy_mạnh tái cấu_trúc doanh_nghiệp định_hướng đầu_tư thêm các hoạt_động mới trong date,1
512,train_512,name name name name name name name name thông_tin giao_dịch lượng lớn cổ_phiếu,1
513,train_513,chứng_khoán name đạt number tỷ đồng lợi_nhuận quý date hoàn_thành gần percent kế_hoạch năm,2
514,train_514,chứng_khoán name báo lãi datedate gấp number lần so với cùng kỳ,2
515,train_515,lịch_sự kiện và tin_vắn chứng_khoán ngày date,1
516,train_516,name name ty chứng_khoán nào còn nhiều dư_địa cho vay margin ?,1
517,train_517,name name lỗ ròng thêm number tỷ đồng trong quý date,0
518,train_518,công_ty séc trắng name dành cho ai ?,1
519,train_519,biến_tướng của name là niêm_yết cửa sau,0
520,train_520,thuỷ_điện loc – loc – name name name date lãi number tỷ đồng cao gấp number lần cùng kỳ,2
521,train_521,name name name cổ_phiếu bị đưa vào diện kiểm_soát từ ngày date chỉ được giao_dịch phiên chiều,0
522,train_522,date chủ_sở_hữu triển_lãm name name name báo lãi number tỷ đồng cao gấp hơn number lần cùng kỳ,2
523,train_523,name name vẫn chưa xử_lý được khoản nợ quá hạn number tỷ tại name,0
524,train_524,name name name name date lãi number tỷ đồng cao gấp number lần cùng kỳ,2
525,train_525,tái định_vị thương_hiệu name name lãi tăng percent trong date,2
526,train_526,chứng_khoán name báo lãi hơn number tỷ đồng sau thuế quý date gấp đôi cùng kỳ,2
527,train_527,name măng name name number name name hoạch lãi trước thuế number tỷ đồng trong date lương công_nhân bình_quân number triệu đồng / tháng,2
528,train_528,name kỳ_vọng lợi_nhuận date đầu date tăng_trưởng percent cả năm đạt hơn number tỷ,2
529,train_529,name name date lãi number tỷ đồng thấp nhất trong gần number năm,0
530,train_530,name tăng quảng_cáo name name báo lãi date tăng percent so với cùng kỳ,2
531,train_531,dư_nợ cho vay tại các name lập kỷ_lục number tỷ đồng vào cuối date tăng number tỷ so với đầu năm,2
532,train_532,name báo lãi date gần number tỷ đồng tăng_trưởng percent so với cùng kỳ date,2
533,train_533,name lãi number tỷ đồng trong date tăng_trưởng percent so với cùng kỳ date,2
534,train_534,đhđcđ name name nếu tăng vốn được trong năm qua đã có_thể có number tỷ lợi_nhuận mà không quá vất_vả !,1
535,train_535,chứng_khoán name name báo lãi date đạt gần percent kế_hoạch cả date,2
536,train_536,phiên date khối ngoại_tiếp tục bán ròng gần number tỷ đồng tập_trung xả name,0
537,train_537,chứng_khoán name lãi date đạt number tỷ đồng tăng gấp number lần cùng kỳ date,2
538,train_538,name nhận doanh_thu từ bán đất nền name name name báo lãi sau thuế date đạt number tỷ đồng,2
539,train_539,name name date thực_hiện gần nửa kế_hoạch lợi_nhuận cả năm với number tỷ đồng,2
540,train_540,name điều_chỉnh thời_gian nộp tiền mua cổ_phiếu name trong đợt name,1
